Label,Date,Confidence
2,0.10294117647058823,0.9977909326553345
2,0.3088235294117647,0.9929144382476807
2,0.5330882352941176,0.9925589561462402
2,0.6544117647058824,0.9124022722244263
2,0.6617647058823529,0.9999932050704956
2,0.6911764705882353,0.9992371797561646
2,0.7022058823529411,0.9984291195869446
2,0.7389705882352942,0.9860971570014954
0,0.15808823529411764,0.9903746247291565
0,0.5257352941176471,0.9999357461929321
0,0.5625,0.9999991655349731
0,0.5735294117647058,0.9998950958251953
0,0.6323529411764706,0.9999957084655762
0,0.6580882352941176,0.7617785334587097
0,0.6764705882352942,0.9999998807907104
0,0.7058823529411765,0.3296261727809906
0,0.7647058823529411,0.9693129658699036
0,0.8786764705882353,0.9998248219490051
0,0.8823529411764706,0.9999990463256836
0,0.9080882352941176,0.9901926517486572
0,0.9117647058823529,0.9999943971633911
0,0.9411764705882353,0.9904211759567261
0,0.9485294117647058,0.9456442594528198
0,0.9558823529411765,0.6455984711647034
0,0.9595588235294118,0.9435967206954956
0,0.9705882352941176,0.99062180519104
0,0.9816176470588235,0.9903966188430786
0,0.9852941176470589,0.9614535570144653
0,0.9926470588235294,0.999925971031189
