Date,Confidence
-0.007040915115573488,0.9566678404808044
0.10561372673360232,0.9998294115066528
0.16194104765819023,0.9728133082389832
0.21826836858277812,0.9965968728065491
0.316841180200807,0.9927012920379639
0.37316850112539485,0.9996127486228943
0.4013321615876888,0.9998216032981873
0.4154139918188358,0.9992812275886536
0.4435776522811298,0.9999996423721313
0.4576594825122767,0.9999974966049194
0.4858231429745707,1.0
0.49990497320571764,1.0
0.5280686336680116,0.9999997615814209
0.5421504638991586,1.0
0.5562322941303056,1.0
0.5703141243614526,0.9999991655349731
0.5843959545925995,0.9996427297592163
0.5984777848237465,0.9996740818023682
0.6125596150548934,1.0
0.6266414452860405,0.9864386320114136
0.6407232755171874,0.9862473607063293
0.6688869359794813,0.983810544013977
0.6829687662106283,0.9999994039535522
0.6970505964417754,0.9484125971794128
0.7252142569040693,0.999987006187439
0.7392960871352162,0.9665443897247314
0.7956234080598041,0.9824192523956299
0.866032559215539,0.997492790222168
0.880114389446686,0.9999995231628418
0.894196219677833,0.9999626874923706
0.90827804990898,0.9318060278892517
0.9364417103712739,0.9786909818649292
0.950523540602421,1.0
0.9786872010647149,0.9986660480499268
0.9927690312958618,0.9819778800010681
1.0068508615270089,0.9999537467956543
1.0631781824515967,0.9999985694885254
1.3025692963810953,0.9886337518692017
1.3729784475368303,0.9839414954185486
1.3870602777679772,0.9999854564666748
1.4011421079991242,1.0
1.4152239382302712,0.9984602928161621
1.429305768461418,0.9999998807907104
1.443387598692565,0.9999995231628418
1.457469428923712,0.9999998807907104
1.485633089386006,0.9999998807907104
1.4997149196171529,1.0
1.5137967498483,0.999969482421875
1.527878580079447,0.992624819278717
1.541960410310594,0.9999978542327881
1.556042240541741,0.9999998807907104
1.5701240707728878,1.0
1.5842059010040348,0.9999938011169434
1.5982877312351818,0.9999901056289673
1.6123695614663287,1.0
1.6264513916974757,1.0
1.6405332219286228,1.0
1.6686968823909167,0.9925636649131775
1.6827787126220637,0.9999995231628418
1.6968605428532106,0.999964714050293
1.7250242033155045,0.9999617338180542
