dates,Open,High,Low,Close,Volume,OpenInt,TotalOpenInt
6/8/12,560,568,560,568,6,587,1177612
6/11/12,555,560,555,560,5,587,1170892
6/12/12,545,553,545,553,4,590,1162518
6/13/12,547,547,543,543.5,3,590,1157512
6/14/12,544.75,544.75,544.25,544.25,123,703,1155495
6/15/12,548.5,548.5,533.25,533.25,8,707,1144307
6/18/12,548.25,561,548.25,559.5,8,708,1143574
6/19/12,561.75,580,561.75,580,10,715,1129240
6/20/12,572,579,572,576.5,51,736,1117515
6/21/12,577.5,577.5,566.5,566.5,12,722,1118520
6/22/12,576.25,576.25,569.5,569.5,6,724,1104903
6/25/12,581,585,579,582,1,725,1082270
6/26/12,589,589.25,579,588.5,23,728,1073768
6/27/12,589.75,597,589.75,592.5,32,741,1057772
6/28/12,597,597,587,587,27,747,1056911
6/29/12,586.75,605.25,586.75,592.75,39,780,1031800
7/2/12,605,607.75,597,607.75,61,805,1027833
7/3/12,610,617.75,610,617.75,20,808,1032460
7/4/12,610,617.75,610,617.75,0,0,0
7/5/12,625,630,625,628.75,22,829,1036636
7/6/12,623.5,623.5,616.5,619.25,81,850,1051192
7/9/12,639.5,639.75,638,639.25,21,864,1054800
7/10/12,638,639.75,631,631,92,897,1088896
7/11/12,634.25,640,612,620.5,144,943,1088659
7/12/12,629,635,629,635,46,960,1105989
7/13/12,0,637,637,637,6,960,1116308
7/16/12,637,648,637,643.75,0,960,1123011
7/17/12,647.25,647.25,638,638,44,967,1143101
7/18/12,637,640,635,639.75,107,972,1154865
7/19/12,639.75,640.5,609.5,609.5,78,985,1164213
7/20/12,621.25,621.25,620.5,621,95,954,1178367
