Label,Date,Confidence
2,0.08928571428571429,0.8680681586265564
2,0.1392857142857143,0.9970968961715698
2,0.14285714285714285,0.9999383687973022
2,0.14642857142857144,0.9995744824409485
2,0.17142857142857143,0.9956462979316711
2,0.22142857142857142,0.8197547197341919
2,0.24642857142857144,0.9955686926841736
2,0.25,0.9986600875854492
2,0.26785714285714285,0.9874734878540039
2,0.2714285714285714,0.9959555864334106
2,0.2892857142857143,0.9594334959983826
2,0.30714285714285716,0.8014402985572815
2,0.3142857142857143,0.9725589752197266
2,0.32142857142857145,0.7238402366638184
2,0.325,0.9765031337738037
2,0.375,0.8751347661018372
2,0.45,0.9976049661636353
2,0.475,0.9300454258918762
2,0.4785714285714286,0.9985564351081848
2,0.48214285714285715,0.9885121583938599
2,0.4857142857142857,0.7371269464492798
2,0.5142857142857142,0.9996172189712524
2,0.5178571428571429,0.9894534349441528
2,0.5464285714285714,0.8620247840881348
2,0.55,0.9887963533401489
2,0.5535714285714286,0.9998486042022705
2,0.5571428571428572,0.9996938705444336
2,0.6107142857142858,0.9720483422279358
2,0.6142857142857143,0.9926719665527344
2,0.6178571428571429,0.9920068383216858
2,0.65,0.8817957043647766
2,0.6535714285714286,0.9352918267250061
2,0.6571428571428571,0.9364314079284668
2,0.6857142857142857,0.987758219242096
2,0.6892857142857143,0.9292480945587158
2,0.7107142857142857,0.837472677230835
2,0.7142857142857143,0.9930806756019592
2,0.7464285714285714,0.8679017424583435
2,0.75,0.8693723082542419
2,0.7785714285714286,0.9430601000785828
2,0.7857142857142857,0.891248881816864
2,0.9071428571428571,0.9541018009185791
2,0.9107142857142857,0.9252027273178101
2,0.9142857142857143,0.7814612984657288
2,0.9392857142857143,0.9686046242713928
2,0.9428571428571428,0.9090144634246826
0,0.08214285714285714,0.989920973777771
0,0.11071428571428571,0.9631232619285583
0,0.11428571428571428,0.8235541582107544
0,0.13214285714285715,0.9947054982185364
0,0.1357142857142857,0.8640520572662354
0,0.16071428571428573,0.998129665851593
0,0.16428571428571428,0.9816028475761414
0,0.19285714285714287,0.997057318687439
0,0.19642857142857142,0.999600350856781
0,0.2,0.9887202382087708
0,0.225,0.7945969104766846
0,0.24285714285714285,0.981189489364624
0,0.29642857142857143,0.9843164086341858
0,0.30357142857142855,0.9550392031669617
0,0.32857142857142857,0.7486919164657593
0,0.3392857142857143,0.9021192789077759
0,0.3464285714285714,0.972926139831543
0,0.35,0.8723028898239136
0,0.35714285714285715,0.7074456810951233
0,0.3678571428571429,0.8172551989555359
0,0.45714285714285713,0.9991490840911865
0,0.46785714285714286,0.9825546145439148
0,0.5107142857142857,0.9070292115211487
0,0.5214285714285715,0.9870501756668091
0,0.5321428571428571,0.9998862743377686
0,0.5607142857142857,0.9914954900741577
0,0.5928571428571429,0.9971596002578735
0,0.5964285714285714,0.9988436698913574
0,0.6,0.9698176980018616
0,0.6035714285714285,0.9327774047851562
0,0.6214285714285714,0.9474918842315674
0,0.625,0.9211575984954834
0,0.6642857142857143,0.9854174256324768
0,0.6821428571428572,0.710665762424469
0,0.6964285714285714,0.9814919829368591
0,0.7071428571428572,0.8955759406089783
0,0.7321428571428571,0.9854618310928345
0,0.7535714285714286,0.768381655216217
0,0.85,0.92249596118927
0,0.8678571428571429,0.977581799030304
0,0.875,0.965171217918396
0,0.8964285714285715,0.983069658279419
0,0.9035714285714286,0.8082817196846008
0,0.9214285714285714,0.9878181219100952
0,0.9535714285714286,0.9990696310997009
0,0.9607142857142857,0.9620104432106018
0,0.9642857142857143,0.7778627276420593
0,0.9821428571428571,0.9991176724433899
0,0.9928571428571429,0.9405030608177185
0,1.0,0.9904572367668152
