dates,Open,High,Low,Close,Volume,OpenInt,TotalOpenInt
2/26/13,1270.5,1273.25,1260.5,1264.75,39,1022,609882
2/27/13,1260.25,1266.5,1260.25,1266.5,52,1046,598065
2/28/13,0,1268.25,1268.25,1268.25,24,1060,601304
3/1/13,1268.25,1270,1268.25,1270,204,1092,599452
3/5/13,1281.75,1285.75,1281,1285.75,124,1193,598665
3/6/13,1284.75,1288.75,1284.5,1288.75,84,1242,593116
3/7/13,1288.75,1288.75,1285.25,1287.25,18,1253,592049
3/8/13,1287.5,1287.5,1274,1278,58,1280,591581
3/11/13,1277.5,1280.5,1277.5,1279.25,113,1340,598359
3/12/13,1280,1280,1277.25,1278.25,72,1361,601976
3/13/13,1275.75,1275.75,1265.5,1271.75,85,1388,605100
3/14/13,1266.75,1266.75,1265.75,1266.75,75,1401,600822
3/15/13,1270.75,1272.75,1270.75,1272.75,97,1450,601392
3/18/13,1265,1271,1265,1271,97,1495,595760
3/19/13,1269.25,1269.25,1267.5,1267.75,66,1522,589298
3/20/13,1271.75,1274.5,1270.25,1274.5,15,1533,582483
3/21/13,1275,1287.25,1275,1285.75,69,1532,581291
3/22/13,0,1275.25,1275.25,1275.25,63,1540,582574
3/25/13,1277,1281.25,1277,1281.25,159,1562,581253
3/26/13,1281.5,1288.5,1281.5,1288.5,69,1573,579981
3/27/13,1288.5,1290.25,1287.25,1290,42,1578,577889
3/28/13,1287.5,1287.5,1262.5,1262.75,32,1580,577218
3/29/13,1287.5,1287.5,1262.5,1262.75,0,0,0
4/1/13,1262.25,1270.25,1260.5,1266.5,94,1558,564693
4/2/13,1273.25,1273.25,1262.75,1267,49,1551,565716
4/3/13,1253.5,1253.75,1248.5,1252.25,341,1693,564799
4/4/13,1248.25,1255.25,1242.75,1254.25,213,1802,574751
4/5/13,1248.5,1250.25,1248.5,1249.75,176,1889,581129
4/8/13,1255.75,1255.75,1249.75,1254.75,92,1948,585072
4/9/13,1257.75,1264,1257.75,1264,464,1990,588606
4/10/13,1264.5,1264.5,1258.25,1258.25,92,1993,576117
4/12/13,1250,1255,1246,1255,556,2220,564293
4/15/13,1245,1245,1230.25,1232,521,2250,564976
4/16/13,1234.5,1245,1234.5,1244.5,362,2436,558275
4/17/13,1240.5,1247,1240,1245,250,2517,558529
4/18/13,1252.25,1252.5,1243,1249.5,251,2606,563642
4/19/13,1252,1252,1239.75,1239.75,261,2638,557632
4/22/13,1226.5,1230.75,1226.5,1230.75,193,2775,566544
4/23/13,1227.25,1228,1224,1224.75,539,3000,572557
4/24/13,1224.25,1226.5,1215.25,1221.5,384,3216,575432
4/25/13,1229,1233.25,1224.75,1233.25,183,3266,567449
4/26/13,1227.5,1237,1226,1236.5,172,3283,556541
4/29/13,1235,1255.5,1234,1254,73,3303,543920
4/30/13,1257,1257,1242.75,1247,254,3389,541250
5/1/13,1238.75,1239.25,1229.75,1234.25,762,3923,538163
5/2/13,1237,1237,1229,1229,361,4045,535894
5/3/13,1234.25,1249.5,1234,1248.25,264,4150,536912
5/6/13,1235.25,1239.75,1232.5,1234.25,331,4290,541639
5/7/13,1239.25,1243,1233.25,1241.5,141,4408,536780
5/8/13,1246.75,1246.75,1235.5,1241.25,321,4587,536505
5/9/13,1244.25,1244.25,1242.5,1244.25,230,4741,541528
5/13/13,1229.25,1236.25,1229.25,1236.25,478,5137,555280
5/14/13,1238.5,1242.75,1230,1240.5,233,5339,556364
5/15/13,1239.75,1244.75,1234.5,1236,316,5519,564426
5/16/13,1232.75,1241.25,1232.75,1239.75,329,5667,569127
5/17/13,1242.5,1248.75,1234.75,1248.75,831,5866,578256
